,index,count,datetime_race,date_competition,competition,type,stroke,speed
747,"(21, 2.6)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,21,2.6
1100,"(21, 3.0)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,21,3.0
1136,"(22, 2.9)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,22,2.9
911,"(22, 3.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,22,3.0
1099,"(22, 3.0)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,22,3.0
712,"(22, 3.7)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,22,3.7
1096,"(22, 3.7)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,22,3.7
1049,"(22, 3.8)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,22,3.8
123,"(22, 4.0)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,22,4.0
1137,"(22, 4.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,22,4.1
1400,"(23, 3.1)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,23,3.1
681,"(23, 3.7)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,23,3.7
1106,"(23, 3.7)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,23,3.7
718,"(23, 3.8)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,23,3.8
1068,"(23, 3.8)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,23,3.8
1386,"(23, 3.8)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,23,3.8
279,"(23, 3.9)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,23,3.9
640,"(23, 3.9)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,23,3.9
1103,"(23, 3.9)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,23,3.9
112,"(23, 4.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,23,4.1
917,"(24, 3.2)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,3.2
686,"(24, 3.5)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,3.5
940,"(24, 3.5)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,3.5
83,"(24, 3.7)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,24,3.7
1406,"(24, 3.7)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,24,3.7
111,"(24, 3.8)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,24,3.8
630,"(24, 3.8)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,3.8
1047,"(24, 3.8)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,24,3.8
288,"(24, 3.9)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,24,3.9
624,"(24, 3.9)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,3.9
1095,"(24, 3.9)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,24,3.9
128,"(24, 4.0)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,24,4.0
250,"(24, 4.0)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,24,4.0
600,"(24, 4.0)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,4.0
1039,"(24, 4.0)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,24,4.0
73,"(24, 4.1)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,24,4.1
627,"(24, 4.1)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,24,4.1
701,"(25, 2.9)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,2.9
657,"(25, 3.3)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,3.3
707,"(25, 3.6)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,3.6
1255,"(25, 3.6)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,25,3.6
69,"(25, 3.7)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,25,3.7
653,"(25, 3.7)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,3.7
1163,"(25, 3.7)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,25,3.7
55,"(25, 3.8)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,25,3.8
651,"(25, 3.8)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,3.8
885,"(25, 3.8)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,3.8
1107,"(25, 3.8)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,25,3.8
1389,"(25, 3.8)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,25,3.8
621,"(25, 3.9)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,3.9
1144,"(25, 3.9)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,25,3.9
1345,"(25, 3.9)",3,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,25,3.9
231,"(25, 4.0)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,25,4.0
592,"(25, 4.0)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,4.0
1116,"(25, 4.0)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,25,4.0
1372,"(25, 4.0)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,25,4.0
654,"(25, 4.1)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,4.1
919,"(25, 4.1)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,25,4.1
1055,"(25, 4.1)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,25,4.1
293,"(25, 4.2)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,25,4.2
1378,"(25, 4.3)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,25,4.3
932,"(26, 3.3)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,3.3
698,"(26, 3.4)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,3.4
902,"(26, 3.4)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,3.4
928,"(26, 3.6)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,3.6
710,"(26, 3.7)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,3.7
95,"(26, 3.8)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,26,3.8
255,"(26, 3.9)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,26,3.9
612,"(26, 3.9)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,3.9
77,"(26, 4.0)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,26,4.0
264,"(26, 4.0)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,26,4.0
614,"(26, 4.0)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,4.0
922,"(26, 4.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,4.0
1130,"(26, 4.0)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,26,4.0
1377,"(26, 4.0)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,26,4.0
107,"(26, 4.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,26,4.1
228,"(26, 4.1)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,26,4.1
582,"(26, 4.1)",7,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,4.1
864,"(26, 4.1)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,4.1
1076,"(26, 4.1)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,26,4.1
98,"(26, 4.2)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,26,4.2
287,"(26, 4.2)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,26,4.2
815,"(26, 4.2)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,4.2
1083,"(26, 4.2)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,26,4.2
119,"(26, 4.3)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,26,4.3
233,"(26, 4.3)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,26,4.3
844,"(26, 4.3)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,26,4.3
121,"(26, 4.4)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,26,4.4
706,"(27, 2.8)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,2.8
689,"(27, 3.2)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,3.2
731,"(27, 3.5)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,3.5
926,"(27, 3.5)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,3.5
1140,"(27, 3.6)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,27,3.6
913,"(27, 3.7)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,3.7
905,"(27, 3.8)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,3.8
88,"(27, 4.0)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,27,4.0
585,"(27, 4.0)",6,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.0
908,"(27, 4.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.0
41,"(27, 4.1)",6,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,27,4.1
225,"(27, 4.1)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,27,4.1
490,"(27, 4.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,27,4.1
589,"(27, 4.1)",6,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.1
834,"(27, 4.1)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.1
1120,"(27, 4.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,27,4.1
33,"(27, 4.2)",8,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,27,4.2
602,"(27, 4.2)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.2
804,"(27, 4.2)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.2
1157,"(27, 4.2)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,27,4.2
1236,"(27, 4.2)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,27,4.2
39,"(27, 4.3)",7,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,27,4.3
267,"(27, 4.3)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,27,4.3
635,"(27, 4.3)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.3
944,"(27, 4.3)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.3
1040,"(27, 4.3)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,27,4.3
70,"(27, 4.4)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,27,4.4
209,"(27, 4.4)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,27,4.4
717,"(27, 4.4)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,27,4.4
275,"(27, 4.5)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,27,4.5
299,"(27, 4.6)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,27,4.6
1132,"(28, 2.7)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,28,2.7
700,"(28, 3.3)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.3
724,"(28, 3.4)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.4
730,"(28, 3.6)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.6
906,"(28, 3.7)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.7
692,"(28, 3.8)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.8
672,"(28, 3.9)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.9
887,"(28, 3.9)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,3.9
1128,"(28, 3.9)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,28,3.9
109,"(28, 4.0)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,28,4.0
413,"(28, 4.0)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,28,4.0
618,"(28, 4.0)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.0
1220,"(28, 4.0)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.0
127,"(28, 4.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,28,4.1
232,"(28, 4.1)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,28,4.1
497,"(28, 4.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,28,4.1
577,"(28, 4.1)",8,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.1
811,"(28, 4.1)",6,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.1
1207,"(28, 4.1)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.1
50,"(28, 4.2)",4,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,28,4.2
361,"(28, 4.2)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,28,4.2
579,"(28, 4.2)",8,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.2
833,"(28, 4.2)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.2
1075,"(28, 4.2)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.2
1228,"(28, 4.2)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.2
38,"(28, 4.3)",7,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,28,4.3
263,"(28, 4.3)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,28,4.3
470,"(28, 4.3)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,28,4.3
565,"(28, 4.3)",11,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.3
818,"(28, 4.3)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.3
1155,"(28, 4.3)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.3
1188,"(28, 4.3)",6,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.3
24,"(28, 4.4)",10,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,28,4.4
201,"(28, 4.4)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,28,4.4
626,"(28, 4.4)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.4
1139,"(28, 4.4)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.4
1286,"(28, 4.4)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,28,4.4
54,"(28, 4.5)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,28,4.5
181,"(28, 4.5)",7,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,28,4.5
615,"(28, 4.5)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.5
222,"(28, 4.6)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,28,4.6
661,"(28, 4.6)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,28,4.6
501,"(28, 6.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,28,6.6
518,"(29, 3.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,3.6
634,"(29, 3.6)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,3.6
870,"(29, 3.6)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,3.6
281,"(29, 3.7)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,3.7
676,"(29, 3.7)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,3.7
852,"(29, 3.7)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,3.7
929,"(29, 3.9)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,3.9
714,"(29, 4.0)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.0
863,"(29, 4.0)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.0
1225,"(29, 4.0)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.0
93,"(29, 4.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,29,4.1
303,"(29, 4.1)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,4.1
376,"(29, 4.1)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.1
568,"(29, 4.1)",10,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.1
790,"(29, 4.1)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.1
1112,"(29, 4.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.1
1258,"(29, 4.1)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.1
241,"(29, 4.2)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,4.2
366,"(29, 4.2)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.2
558,"(29, 4.2)",15,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.2
831,"(29, 4.2)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.2
1187,"(29, 4.2)",7,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.2
37,"(29, 4.3)",7,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,29,4.3
249,"(29, 4.3)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,4.3
339,"(29, 4.3)",11,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.3
569,"(29, 4.3)",10,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.3
774,"(29, 4.3)",14,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.3
1062,"(29, 4.3)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.3
1183,"(29, 4.3)",8,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.3
43,"(29, 4.4)",6,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,29,4.4
349,"(29, 4.4)",7,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.4
546,"(29, 4.4)",23,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.4
791,"(29, 4.4)",9,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.4
1054,"(29, 4.4)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.4
1284,"(29, 4.4)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.4
21,"(29, 4.5)",11,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,29,4.5
205,"(29, 4.5)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,4.5
575,"(29, 4.5)",9,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.5
904,"(29, 4.5)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.5
1077,"(29, 4.5)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.5
1247,"(29, 4.5)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.5
66,"(29, 4.6)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,29,4.6
158,"(29, 4.6)",13,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,4.6
511,"(29, 4.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.6
695,"(29, 4.6)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,29,4.6
1153,"(29, 4.6)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,29,4.6
188,"(29, 4.7)",6,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,29,4.7
509,"(29, 4.7)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.7
430,"(29, 4.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.8
485,"(29, 4.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,29,4.9
277,"(30, 3.6)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,3.6
721,"(30, 3.6)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.6
877,"(30, 3.6)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.6
639,"(30, 3.7)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.7
797,"(30, 3.7)",8,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.7
597,"(30, 3.8)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.8
808,"(30, 3.8)",6,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.8
291,"(30, 3.9)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,3.9
472,"(30, 3.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,3.9
680,"(30, 3.9)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.9
901,"(30, 3.9)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,3.9
1135,"(30, 3.9)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,30,3.9
272,"(30, 4.0)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.0
496,"(30, 4.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.0
678,"(30, 4.0)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.0
825,"(30, 4.0)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.0
214,"(30, 4.1)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.1
433,"(30, 4.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.1
631,"(30, 4.1)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.1
771,"(30, 4.1)",15,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.1
1080,"(30, 4.1)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.1
1235,"(30, 4.1)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.1
270,"(30, 4.2)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.2
562,"(30, 4.2)",12,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.2
787,"(30, 4.2)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.2
1281,"(30, 4.2)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.2
1385,"(30, 4.2)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.2
91,"(30, 4.3)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,30,4.3
160,"(30, 4.3)",12,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.3
363,"(30, 4.3)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.3
559,"(30, 4.3)",14,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.3
770,"(30, 4.3)",15,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.3
1073,"(30, 4.3)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.3
1285,"(30, 4.3)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.3
1343,"(30, 4.3)",3,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.3
57,"(30, 4.4)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,30,4.4
219,"(30, 4.4)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.4
348,"(30, 4.4)",8,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.4
543,"(30, 4.4)",25,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.4
765,"(30, 4.4)",19,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.4
1000,"(30, 4.4)",10,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.4
1200,"(30, 4.4)",4,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.4
14,"(30, 4.5)",13,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,30,4.5
284,"(30, 4.5)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.5
461,"(30, 4.5)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.5
553,"(30, 4.5)",17,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.5
